"WAY_ID";"KEY";"VALUE"
29373739;"addr:country";"DE"
29373739;"addr:interpolation";"odd"
29373739;"addr:postcode";"30159"
29373739;"addr:street";"Osterstraße"
29373741;"addr:city";"Hannover"
29373741;"addr:country";"DE"
29373741;"addr:interpolation";"even"
29373741;"addr:postcode";"30159"
29373741;"addr:street";"Osterstraße"
29373742;"addr:city";"Hannover"
29373742;"addr:country";"DE"
29373742;"addr:interpolation";"odd"
29373742;"addr:postcode";"30159"
29373742;"addr:street";"Osterstraße"
29373745;"highway";"footway"
29373745;"name";"Aegidienkirchhof"
29373745;"postal_code";"30159"
29373747;"area";"yes"
29373747;"leisure";"playground"
29373753;"building";"yes"
29373753;"historic";"ruins"
29373753;"name";"Aegidienkirche"
29373753;"ruin_type";"church"
29373753;"wikipedia";"http://de.wikipedia.org/wiki/Aegidienkirche_%28Hannover%29"
29373755;"addr:city";"Hannover"
29373755;"addr:country";"DE"
29373755;"addr:interpolation";"odd"
29373755;"addr:postcode";"30159"
29373755;"addr:street";"Osterstraße"
29373757;"addr:city";"Hannover"
29373757;"addr:country";"DE"
29373757;"addr:interpolation";"all"
29373757;"addr:postcode";"30159"
29373757;"addr:street";"Ebhardtstraße"
29373759;"addr:city";"Hannover"
29373759;"addr:country";"DE"
29373759;"addr:interpolation";"all"
29373759;"addr:postcode";"30159"
29373759;"addr:street";"Ebhardtstraße"
29373763;"addr:city";"Hannover"
29373763;"addr:country";"DE"
29373763;"addr:interpolation";"even"
29373763;"addr:postcode";"30159"
29373763;"addr:street";"Baringstraße"
29373765;"addr:city";"Hannover"
29373765;"addr:country";"DE"
29373765;"addr:interpolation";"odd"
29373765;"addr:postcode";"30159"
29373765;"addr:street";"Breite Straße"
29373766;"addr:city";"Hannover"
29373766;"addr:country";"DE"
29373766;"addr:interpolation";"even"
29373766;"addr:postcode";"30159"
29373766;"addr:street";"Breite Straße"
29373770;"addr:city";"Hannover"
29373770;"addr:country";"DE"
29373770;"addr:interpolation";"odd"
29373770;"addr:postcode";"30159"
29373770;"addr:street";"Georgswall"
29374415;"addr:city";"Hannover"
29374415;"addr:country";"DE"
29374415;"addr:interpolation";"odd"
29374415;"addr:postcode";"30159"
29374415;"addr:street";"Friedrichswall"
29374422;"addr:city";"Hannover"
29374422;"addr:country";"DE"
29374422;"addr:interpolation";"all"
29374422;"addr:postcode";"30159"
29374422;"addr:street";"Georgsplatz"
29374428;"addr:city";"Hannover"
29374428;"addr:country";"DE"
29374428;"addr:interpolation";"all"
29374428;"addr:postcode";"30159"
29374428;"addr:street";"Rathenaustraße"
29374460;"addr:city";"Hannover"
29374460;"addr:country";"DE"
29374460;"addr:interpolation";"all"
29374460;"addr:postcode";"30159"
29374460;"addr:street";"Rathenaustraße"
29374462;"addr:city";"Hannover"
29374462;"addr:country";"DE"
29374462;"addr:interpolation";"all"
29374462;"addr:postcode";"30159"
29374462;"addr:street";"Luisenstraße"
29374463;"addr:city";"Hannover"
29374463;"addr:country";"DE"
29374463;"addr:interpolation";"all"
29374463;"addr:postcode";"30159"
29374463;"addr:street";"Luisenstraße"
29461084;"electrified";"contact_line"
29461084;"frequency";"16.7"
29461084;"layer";"1"
29461084;"railway";"rail"
29461084;"voltage";"15000"
29461146;"electrified";"contact_line"
29461146;"embankment";"yes"
29461146;"frequency";"16.7"
29461146;"layer";"1"
29461146;"railway";"rail"
29461146;"voltage";"15000"
29461205;"electrified";"contact_line"
29461205;"frequency";"16.7"
29461205;"layer";"1"
29461205;"railway";"rail"
29461205;"voltage";"15000"
29461225;"electrified";"contact_line"
29461225;"frequency";"16.7"
29461225;"layer";"1"
29461225;"railway";"rail"
29461225;"voltage";"15000"
29461236;"electrified";"contact_line"
29461236;"embankment";"yes"
29461236;"frequency";"16.7"
29461236;"layer";"1"
29461236;"railway";"rail"
29461236;"voltage";"15000"
29461238;"electrified";"contact_line"
29461238;"frequency";"16.7"
29461238;"layer";"1"
29461238;"railway";"rail"
29461238;"voltage";"15000"
29461247;"electrified";"contact_line"
29461247;"frequency";"16.7"
29461247;"layer";"1"
29461247;"railway";"rail"
29461247;"voltage";"15000"
29979005;"addr:city";"Hannover"
29979005;"addr:country";"DE"
29979005;"addr:interpolation";"even"
29979125;"highway";"residential"
29979125;"maxspeed";"30"
29979125;"name";"Kokenstraße"
29979125;"postal_code";"30159"
30025926;"addr:interpolation";"even"
30110465;"highway";"secondary"
30110465;"maxspeed";"50"
30110465;"name";"Berliner Allee"
30110465;"oneway";"yes"
30110465;"postal_code";"30175"
30110466;"cycleway";"track"
30110466;"highway";"secondary"
30110466;"maxspeed";"50"
30110466;"name";"Schiffgraben"
30110466;"postal_code";"30159"
30199360;"electrified";"contact_line"
30199360;"frequency";"16.7"
30199360;"layer";"1"
30199360;"railway";"rail"
30199360;"voltage";"15000"
30557170;"highway";"tertiary"
30557170;"maxspeed";"50"
30557170;"name";"Fritz-Behrens-Allee"
30557170;"postal_code";"30175"
30635205;"amenity";"university"
30635205;"building";"yes"
30635205;"building:levels";"15"
30635205;"loc_name";"1502"
30635205;"name";"Philosophische Fakultät; Juristische Fakultät"
30635261;"amenity";"university"
30635261;"building";"yes"
30635261;"building:levels";"2"
30635261;"loc_name";"1503"
30635652;"addr:city";"Hannover"
30635652;"addr:country";"DE"
30635652;"addr:housenumber";"5"
30635652;"addr:postcode";"30159"
30635652;"addr:street";"Schloßwender Straße"
30635652;"amenity";"university"
30635652;"building";"yes"
30635652;"building:levels";"3.5"
30635652;"loc_name";"1210"
30635719;"amenity";"university"
30635719;"building";"yes"
30635719;"loc_name";"1209"
30635719;"name";"Maggiwürfel"
30635749;"amenity";"university"
30635749;"building";"yes"
30635749;"loc_name";"1208"
30636217;"amenity";"university"
30636217;"building";"yes"
30636217;"building:levels";"3"
30636217;"loc_name";"1507"
30636217;"name";"Vorlesungsgebäude 1507"
30636235;"addr:city";"Hannover"
30636235;"addr:country";"DE"
30636235;"addr:housenumber";"20"
30636235;"addr:postcode";"30159"
30636235;"addr:street";"Körnerstraße"
30636235;"amenity";"university"
30636235;"building";"yes"
30636235;"loc_name";"1505"
30636288;"access";"destination"
30636288;"amenity";"parking"
30636288;"parking";"surface"
30636418;"highway";"service"
30636428;"landuse";"grass"
30636617;"addr:city";"Hannover"
30636617;"addr:country";"DE"
30636617;"addr:housenumber";"1b"
30636617;"addr:postcode";"30159"
30636617;"addr:street";"Königsworther Platz"
30636617;"alt_name";"Fachbibliotheken (FBK)"
30636617;"amenity";"library"
30636617;"building";"yes"
30636617;"building:levels";"5"
30636617;"loc_name";"1504"
30636617;"name";"TIB/UB"
30636683;"amenity";"bicycle_parking"
30636683;"bicycle_parking";"stands"
30636683;"capacity";"80"
30636683;"covered";"no"
30636684;"landuse";"grass"
30636685;"landuse";"grass"
30636724;"area";"yes"
30636724;"highway";"pedestrian"
30636744;"highway";"pedestrian"
30636744;"motor_vehicle";"destination"
30636765;"landuse";"grass"
30636794;"natural";"scrub"
30636854;"natural";"scrub"
30636855;"barrier";"fence"
30636886;"natural";"scrub"
30636887;"natural";"scrub"
30636904;"natural";"scrub"
30636905;"landuse";"recreation_ground"
30636906;"landuse";"recreation_ground"
30637037;"landuse";"grass"
30637038;"highway";"steps"
30637039;"highway";"footway"
30637039;"layer";"-1"
30637065;"highway";"service"
30637065;"motor_vehicle";"destination"
30637066;"highway";"service"
30637066;"motor_vehicle";"destination"
30637066;"oneway";"yes"
30637067;"highway";"pedestrian"
30637067;"motor_vehicle";"destination"
30637067;"tunnel";"yes"
30637068;"highway";"pedestrian"
30637068;"motor_vehicle";"destination"
30637069;"access";"destination"
30637069;"highway";"pedestrian"
30637069;"surface";"paved"
30637089;"access";"destination"
30637089;"foot";"no"
30637089;"highway";"service"
30637089;"oneway";"yes"
30637089;"service";"parking_aisle"
30637090;"access";"destination"
30637090;"foot";"no"
30637090;"highway";"service"
30637090;"oneway";"yes"
30637090;"service";"parking_aisle"
30637112;"barrier";"wall"
30637114;"barrier";"fence"
30637254;"access";"destination"
30637254;"foot";"destination"
30637254;"highway";"service"
30637255;"barrier";"fence"
30637256;"access";"destination"
30637256;"highway";"pedestrian"
30678294;"highway";"service"
30678294;"tunnel";"yes"
30678349;"amenity";"parking"
30678349;"parking";"surface"
30679112;"alt_name";"Conti-Campus"
30679112;"amenity";"university"
30679112;"loc_name";"15"
30679234;"landuse";"grass"
30731904;"highway";"tertiary"
30731904;"name";"Königsworther Straße"
30731904;"postal_code";"30167"
30731905;"highway";"residential"
30731905;"name";"An der Christuskirche"
30731905;"postal_code";"30167"
30731906;"highway";"residential"
30731906;"name";"An der Christuskirche"
30731906;"postal_code";"30167"
30976370;"addr:interpolation";"all"
30976370;"addr:postcode";"30159"
30976370;"addr:street";"Theaterstraße"
30976373;"addr:interpolation";"all"
30976373;"addr:postcode";"30159"
30976373;"addr:street";"Theaterstraße"
30976375;"addr:interpolation";"all"
30976375;"addr:postcode";"30159"
30976375;"addr:street";"Joachimstraße"
30976395;"addr:interpolation";"all"
30976395;"addr:postcode";"30159"
30976395;"addr:street";"Landschaftstraße"
30976397;"addr:interpolation";"all"
30976397;"addr:postcode";"30159"
30976397;"addr:street";"Georgsplatz"
30976399;"addr:interpolation";"odd"
30976399;"addr:postcode";"30159"
30976399;"addr:street";"Prinzenstraße"
30976400;"addr:interpolation";"even"
30976400;"addr:postcode";"30159"
30976400;"addr:street";"Prinzenstraße"
30976401;"addr:interpolation";"odd"
30976401;"addr:postcode";"30159"
30976401;"addr:street";"Prinzenstraße"
30976407;"addr:interpolation";"all"
30976407;"addr:postcode";"30159"
30976407;"addr:street";"Lavesstraße"
30976408;"addr:interpolation";"all"
30976408;"addr:postcode";"30159"
30976408;"addr:street";"Lavesstraße"
30976409;"addr:interpolation";"all"
30976409;"addr:postcode";"30159"
30976409;"addr:street";"Lavesstraße"
30976414;"addr:interpolation";"odd"
30976414;"addr:postcode";"30159"
30976414;"addr:street";"Schiffgraben"
30976417;"addr:interpolation";"all"
30976417;"addr:postcode";"30175"
30976417;"addr:street";"Königstraße"
30976419;"addr:interpolation";"all"
30976419;"addr:postcode";"30175"
30976419;"addr:street";"Königstraße"
30976421;"addr:interpolation";"all"
30976421;"addr:postcode";"30175"
30976421;"addr:street";"Königstraße"
30976427;"addr:interpolation";"all"
30976427;"addr:postcode";"30175"
30976427;"addr:street";"Königstraße"
30976428;"addr:interpolation";"all"
30976428;"addr:postcode";"30175"
30976428;"addr:street";"Königstraße"
31025284;"addr:interpolation";"odd"
31025285;"addr:interpolation";"even"
31025287;"addr:interpolation";"even"
31145552;"highway";"secondary"
31145552;"maxspeed";"50"
31145552;"name";"Berliner Allee"
31145552;"oneway";"yes"
31145552;"postal_code";"30175"
31145877;"bicycle";"designated"
31145877;"cycleway";"track"
31145877;"highway";"secondary"
31145877;"maxspeed";"50"
31145877;"name";"Marienstraße"
31145877;"postal_code";"30171"
31145877;"ref";"L 384"
31145878;"cycleway";"track"
31145878;"highway";"secondary"
31145878;"name";"Berliner Allee"
31145878;"oneway";"yes"
31145878;"postal_code";"30175"
31146109;"highway";"secondary"
31146109;"maxspeed";"50"
31146109;"name";"Berliner Allee"
31146109;"oneway";"-1"
31146109;"postal_code";"30175"
31146110;"bridge";"yes"
31146110;"electrified";"contact_line"
31146110;"frequency";"16.7"
31146110;"layer";"1"
31146110;"railway";"rail"
31146110;"voltage";"15000"
31186529;"landuse";"commercial"
31186911;"foot";"yes"
31186911;"highway";"tertiary"
31186911;"name";"Georgstraße"
31186911;"postal_code";"30159"
31187148;"highway";"secondary"
31187148;"maxspeed";"50"
31187148;"name";"Schiffgraben"
31187148;"oneway";"yes"
31187148;"postal_code";"30159"
31187148;"surveillance";"outdoor"
31189645;"electrified";"contact_line"
31189645;"embankment";"yes"
31189645;"frequency";"16.7"
31189645;"railway";"rail"
31189645;"ref";"1760"
31189645;"voltage";"15000"
31284082;"bridge";"yes"
31284082;"highway";"pedestrian"
31284085;"bridge";"yes"
31284085;"highway";"pedestrian"
31284086;"highway";"pedestrian"
31284086;"name";"Ernst-August-Markthalle"
31284086;"tunnel";"yes"
31284570;"addr:interpolation";"even"
31284570;"layer";"-1"
31284570;"name";"Niki-de-Saint-Phalle-Promenade"
31284571;"addr:interpolation";"odd"
31284571;"layer";"-1"
31284571;"name";"Niki-de-Saint-Phalle-Promenade"
31284573;"addr:interpolation";"all"
31285152;"electrified";"contact_line"
31285152;"name";"10 - 17"
31285152;"railway";"tram"
31285152;"tunnel";"no"
31285284;"addr:postcode";"30159"
31285284;"highway";"pedestrian"
31285284;"name";"Bahnhofstraße"
31285685;"highway";"service"
31285685;"oneway";"yes"
31285685;"service";"parking_aisle"
31285685;"surface";"cobblestone"
31285687;"amenity";"bicycle_parking"
31285687;"area";"yes"
31285687;"capacity";"98"
31285980;"highway";"pedestrian"
31285980;"name";"Kröpckepassage"
31285980;"tunnel";"yes"
31286351;"amenity";"parking"
31286351;"area";"yes"
31286351;"capacity";"11"
31286351;"fee";"yes"
31286351;"name";"Kurzzeitparkplatz"
31286351;"parking";"surface"
31286352;"amenity";"parking"
31286352;"area";"yes"
31286352;"capacity";"13"
31286352;"capacity:disabled";"2"
31286352;"fee";"yes"
31286352;"name";"Kurzzeitparkplatz"
31286352;"parking";"surface"
31287200;"addr:postcode";"30159"
31287200;"highway";"pedestrian"
31287200;"name";"Bahnhofstraße"
31287201;"highway";"steps"
31287202;"addr:city";"Hannover"
31287202;"addr:country";"DE"
31287202;"addr:postcode";"30159"
31287202;"addr:street";"Nikki-de-Saint-Phalle-Promenade"
31287202;"highway";"pedestrian"
31287202;"layer";"-1"
31287202;"loc_name";"NDSPP"
31287202;"name";"Niki-de-Saint-Phalle-Promenade"
31287202;"old_name";"Passarelle"
31287202;"postal_code";"30159"
31287202;"tunnel";"no"
31287594;"addr:city";"Hannover"
31287594;"addr:country";"DE"
31287594;"addr:postcode";"30161"
31287594;"addr:street";"Andreas-Hermes-Platz"
31287594;"area";"yes"
31287594;"highway";"pedestrian"
31287594;"name";"Andreas-Hermes-Platz"
31287595;"natural";"water"
31287884;"level";"1"
31287884;"railway";"platform"
31287884;"ref";"1;2"
31287886;"level";"1"
31287886;"railway";"platform"
31287886;"ref";"3;4"
31287887;"level";"1"
31287887;"railway";"platform"
31287887;"ref";"7;8"
31287888;"level";"1"
31287888;"railway";"platform"
31287888;"ref";"9;10"
31287889;"level";"1"
31287889;"railway";"platform"
31287889;"ref";"13;14"
31287890;"level";"1"
31287890;"railway";"platform"
31287890;"ref";"11;12"
31290856;"addr:city";"Hannover"
31290856;"addr:country";"DE"
31290856;"addr:housenumber";"8"
31290856;"addr:postcode";"30159"
31290856;"addr:street";"Pferdestraße"
31290856;"building";"yes"
31290856;"historic";"monument"
31290856;"name";"Beginenturm"
31292681;"addr:city";"Hannover"
31292681;"addr:country";"DE"
31292681;"addr:postcode";"30159"
31292681;"addr:street";"Platz der Weltausstellung"
31292681;"area";"yes"
31292681;"highway";"pedestrian"
31292681;"name";"Platz der Weltausstellung"
31292799;"highway";"pedestrian"
31292799;"name";"Karmarschstraße"
31292799;"postal_code";"30159"
31293054;"highway";"pedestrian"
31293054;"name";"Galerie Luise"
31293054;"tunnel";"yes"
31293056;"highway";"pedestrian"
31293056;"name";"Galerie Luise"
31293056;"tunnel";"yes"
31293697;"highway";"service"
31293697;"service";"parking_aisle"
31293743;"highway";"residential"
31293743;"name";"Am Marstall"
31293743;"oneway";"yes"
31293743;"postal_code";"30159"
31305591;"highway";"footway"
31305591;"postal_code";"30161"
31305592;"highway";"footway"
31305592;"postal_code";"30161"
31305593;"highway";"service"
31305593;"postal_code";"30161"
31305628;"highway";"secondary"
31305628;"maxspeed";"50"
31305628;"name";"Berliner Allee"
31305628;"oneway";"yes"
31305628;"postal_code";"30161"
31305629;"highway";"residential"
31305629;"maxspeed";"30"
31305629;"name";"Sedanstraße"
31305629;"postal_code";"30161"
31305630;"highway";"residential"
31305630;"maxspeed";"30"
31305630;"name";"Sedanstraße"
31305630;"postal_code";"30161"
31306122;"addr:city";"Hannover"
31306122;"addr:country";"DE"
31306122;"addr:postcode";"30159"
31306122;"addr:street";"Nikki-de-Saint-Phalle-Promenade"
31306122;"highway";"pedestrian"
31306122;"layer";"-1"
31306122;"tunnel";"yes"
31306245;"area";"yes"
31306245;"highway";"pedestrian"
31306245;"layer";"-1"
31306245;"name";"Raschplatz"
31306245;"postal_code";"30161"
31306245;"wikipedia";"de:Raschplatz"
31307514;"highway";"service"
31307518;"FIXME";"needs rework"
31307518;"highway";"service"
31307518;"name";"ZOB Hannover"
31307518;"note";"needs rework"
31307519;"highway";"secondary"
31307519;"maxspeed";"50"
31307519;"name";"Hamburger Allee"
31307519;"oneway";"yes"
31307519;"postal_code";"30161"
31307672;"access";"private"
31307672;"hgv";"no"
31307672;"highway";"service"
31307672;"name";"Posttunnel"
31307672;"tunnel";"yes"
31307673;"access";"private"
31307673;"highway";"service"
31307673;"service";"parking_aisle"
31308109;"access";"private"
31308109;"cutting";"yes"
31308109;"highway";"service"
31308109;"layer";"-1"
31308109;"service";"driveway"
31308110;"access";"private"
31308110;"cutting";"yes"
31308110;"highway";"service"
31308110;"layer";"-1"
31308110;"service";"driveway"
31308111;"access";"private"
31308111;"cutting";"yes"
31308111;"highway";"service"
31308111;"layer";"-1"
31308111;"service";"driveway"
31308112;"access";"private"
31308112;"cutting";"yes"
31308112;"highway";"service"
31308112;"layer";"-1"
31308112;"service";"driveway"
31308113;"access";"private"
31308113;"cutting";"yes"
31308113;"highway";"service"
31308113;"service";"driveway"
31308114;"access";"private"
31308114;"cutting";"yes"
31308114;"highway";"service"
31308114;"service";"driveway"
31308117;"highway";"tertiary"
31308117;"name";"Fernroder Straße"
31308117;"postal_code";"30161"
31308118;"highway";"tertiary"
31308118;"name";"Fernroder Straße"
31308118;"postal_code";"30161"
31308118;"tunnel";"yes"
31308615;"highway";"tertiary"
31308615;"name";"Lister Meile"
31309982;"cycleway";"track"
31309982;"highway";"tertiary"
31309982;"layer";"-1"
31309982;"loc_name";"Posttunnel"
31309982;"maxheight";"3.6"
31309982;"name";"Lister Meile"
31309982;"postal_code";"30159"
31309982;"tunnel";"yes"
31310306;"access";"private"
31310306;"amenity";"parking"
31310306;"area";"yes"
31310306;"capacity";"10"
31310306;"name";"Bundespolizeidirektion"
31310306;"parking";"surface"
31310816;"amenity";"parking"
31310816;"fee";"yes"
31310816;"name";"Kurzzeitparkplatz"
31310816;"parking";"surface"
31310817;"amenity";"parking"
31310817;"capacity";"720"
31310817;"fee";"yes"
31310817;"layer";"-1"
31310817;"maxheight";"2.1"
31310817;"maxweight";"2.5"
31310817;"name";"Hbf/Raschplatz"
31310817;"opening_hours";"24/7"
31310817;"parking";"underground"
31311253;"access";"private"
31311253;"amenity";"parking"
31311253;"parking";"surface"
31311254;"building";"yes"
31311255;"amenity";"parking"
31311255;"parking";"surface"
31311256;"addr:city";"Hannover"
31311256;"addr:country";"DE"
31311256;"addr:housenumber";"8"
31311256;"addr:postcode";"30161"
31311256;"addr:street";"Rundestraße"
31311256;"amenity";"parking"
31311256;"capacity";"975"
31311256;"fee";"yes"
31311256;"maxheight";"2"
31311256;"name";"Kaufland"
31311256;"opening_hours";"Mo-Sa 05:30-22:00"
31311256;"parking";"multi-storey"
31311367;"highway";"service"
31311367;"oneway";"yes"
31311368;"highway";"service"
31311368;"oneway";"yes"
31311369;"highway";"service"
31311369;"oneway";"yes"
31311369;"tunnel";"yes"
31311370;"highway";"service"
31311370;"oneway";"yes"
31311530;"amenity";"parking"
31311530;"capacity";"12"
31311530;"parking";"surface"
31314395;"highway";"secondary"
31314395;"maxspeed";"50"
31314395;"name";"Königsworther Platz"
31314395;"oneway";"yes"
31314395;"postal_code";"30167"
31320342;"cycleway";"track"
31320342;"highway";"secondary"
31320342;"maxspeed";"50"
31320342;"name";"Arndtstraße"
31320342;"oneway";"yes"
31320342;"postal_code";"30159"
31412644;"highway";"service"
31412953;"highway";"platform"
31412953;"public_transport";"platform"
31412963;"public_transport";"platform"
31414959;"highway";"residential"
31414959;"maxspeed";"30"
31414959;"name";"Detmoldstraße"
31414959;"postal_code";"30171"
31421675;"area";"yes"
31421675;"highway";"pedestrian"
31421675;"name";"Mittelhalle"
31421675;"tunnel";"yes"
31422261;"highway";"pedestrian"
31422261;"name";"Promenade im Hauptbahnhof"
31422261;"tunnel";"yes"
31422262;"highway";"pedestrian"
31422262;"name";"Promenade im Hauptbahnhof"
31422262;"tunnel";"yes"
31423177;"bridge";"yes"
31423177;"highway";"pedestrian"
31423177;"tunnel";"yes"
31423178;"highway";"pedestrian"
31423178;"tunnel";"yes"
31423179;"highway";"pedestrian"
31423179;"name";"Promenade im Hauptbahnhof"
31423179;"tunnel";"yes"
31423180;"highway";"pedestrian"
31423180;"tunnel";"yes"
31427733;"highway";"steps"
31427734;"highway";"steps"
31427735;"highway";"steps"
31427737;"highway";"steps"
31427738;"highway";"steps"
31427741;"highway";"steps"
31427743;"highway";"steps"
31427745;"highway";"steps"
31427747;"highway";"steps"
31427749;"highway";"steps"
31427752;"highway";"steps"
31427753;"highway";"steps"
31430054;"access";"private"
31430054;"highway";"service"
31430054;"service";"driveway"
31430056;"access";"no"
31430056;"highway";"service"
31430056;"layer";"-1"
31430056;"service";"driveway"
31430056;"tunnel";"yes"
31430057;"access";"no"
31430057;"highway";"service"
31430057;"service";"driveway"
31430238;"highway";"steps"
31430240;"highway";"pedestrian"
31430240;"layer";"-1"
31430240;"tunnel";"yes"
31430718;"access";"private"
31430718;"highway";"service"
31430718;"tunnel";"yes"
31431575;"highway";"steps"
31431576;"amenity";"bicycle_parking"
31431576;"area";"yes"
31431576;"capacity";"62"
31431577;"barrier";"bollard"
31431578;"barrier";"bollard"
31432483;"amenity";"fountain"
31432483;"drinkable";"no"
31432484;"amenity";"fountain"
31432484;"drinkable";"no"
31439809;"amenity";"bicycle_parking"
31439809;"area";"yes"
31439809;"capacity";"56"
31441309;"highway";"steps"
31442005;"highway";"footway"
31442006;"highway";"service"
31442006;"service";"driveway"
31442007;"highway";"service"
31442007;"oneway";"yes"
31442007;"service";"parking_aisle"
31442011;"highway";"footway"
31443120;"highway";"service"
31443120;"oneway";"yes"
31443120;"service";"parking_aisle"
31443543;"highway";"steps"
31526699;"highway";"cycleway"
31526727;"bicycle";"yes"
31526727;"foot";"yes"
31526727;"highway";"footway"
31526727;"incline";"6%"
31527055;"highway";"footway"
31527055;"postal_code";"30159"
31529308;"highway";"residential"
31529308;"maxspeed";"30"
31529308;"name";"Maschstraße"
31529308;"postal_code";"30169"
31529346;"highway";"living_street"
31529346;"name";"Maschstraße"
31529346;"postal_code";"30169"
31529477;"access";"private"
31529477;"highway";"footway"
31529477;"layer";"2"
31529503;"bicycle";"no"
31529503;"bridge";"yes"
31529503;"highway";"footway"
31529503;"layer";"4"
31557180;"highway";"pedestrian"
31557180;"tunnel";"yes"
31557181;"highway";"steps"
31557182;"highway";"pedestrian"
31557182;"layer";"-1"
31557182;"tunnel";"yes"
31557183;"highway";"steps"
31557382;"highway";"steps"
31557383;"highway";"pedestrian"
31557383;"tunnel";"yes"
31557698;"area";"yes"
31557698;"highway";"pedestrian"
31557698;"source";"HiRes aerial imagery 2009"
31557699;"highway";"pedestrian"
31659119;"highway";"tertiary"
31659119;"name";"Schmiedestraße"
31659119;"postal_code";"30159"
31659121;"highway";"tertiary"
31659121;"name";"Schmiedestraße"
31659121;"postal_code";"30159"
31659122;"highway";"tertiary"
31659122;"name";"Karmarschstraße"
31659122;"oneway";"yes"
31659122;"postal_code";"30159"
31659123;"cycleway";"opposite"
31659123;"highway";"residential"
31659123;"name";"Burgstraße"
31659123;"oneway";"yes"
31659123;"postal_code";"30159"
31659124;"highway";"residential"
31659124;"name";"Goldener Winkel"
31659124;"oneway";"-1"
31659124;"postal_code";"30159"
31659184;"highway";"pedestrian"
31659184;"name";"Am Hohen Ufer"
31659184;"postal_code";"30159"
31659246;"highway";"residential"
31659246;"name";"Schloßstraße"
31659247;"highway";"footway"
31659247;"name";"Mike-Gehrke-Promenade"
31659248;"bicycle";"yes"
31659248;"highway";"footway"
31659249;"FIXME";"Radweg und Fußweg sind hier baulich getrennt, bitte einzeln einzeichnen. Inlinern ist auf dem Radweg erlaubt, nicht auf dem Fußweg."
31659249;"foot";"yes"
31659249;"highway";"cycleway"
31659249;"inline_skates";"yes"
31659250;"FIXME";"Radweg und Fußweg sind hier baulich getrennt, bitte einzeln einzeichnen. Inlinern ist auf dem Radweg erlaubt, nicht auf dem Fußweg."
31659250;"foot";"yes"
31659250;"highway";"cycleway"
31659250;"inline_skates";"yes"
31659250;"oneway";"no"
31659252;"bicycle";"designated"
31659252;"foot";"yes"
31659252;"highway";"path"
31659252;"segregated";"yes"
31659253;"highway";"service"
31659253;"name";"Rudolf-Hillebrecht-Platz"
31659253;"postal_code";"30159"
31659253;"service";"parking_aisle"
31659254;"foot";"yes"
31659254;"highway";"footway"
31659254;"name";"Rudolf-Hillebrecht-Platz"
31659254;"postal_code";"30159"
31659255;"highway";"steps"
31659255;"width";"20"
31659256;"bicycle";"yes"
31659256;"cycleway";"opposite"
31659256;"highway";"residential"
31659256;"name";"Trammplatz"
31659256;"oneway";"yes"
31659256;"postal_code";"30159"
31659257;"bicycle";"yes"
31659257;"cycleway";"opposite"
31659257;"highway";"residential"
31659257;"name";"Trammplatz"
31659257;"oneway";"yes"
31659257;"postal_code";"30159"
31659258;"highway";"steps"
31659259;"highway";"pedestrian"
31659259;"name";"Theodor-Lessing-Platz"
31659259;"postal_code";"30159"
31659260;"highway";"pedestrian"
31659260;"name";"Theodor-Lessing-Platz"
31659260;"postal_code";"30159"
31659261;"cycleway";"opposite"
31659261;"highway";"residential"
31659261;"maxspeed";"30"
31659261;"name";"Ebhardtstraße"
31659261;"oneway";"-1"
31659261;"postal_code";"30159"
31659262;"highway";"residential"
31659262;"maxspeed";"30"
31659262;"name";"Breite Straße"
31659262;"noexit";"yes"
31659262;"postal_code";"30159"
31659263;"highway";"residential"
31659263;"maxspeed";"30"
31659263;"name";"Georgswall"
31659263;"postal_code";"30159"
31659264;"highway";"residential"
31659264;"name";"Baringstraße"
31659264;"postal_code";"30159"
31783364;"highway";"tertiary"
31783364;"junction";"roundabout"
31783364;"name";"Goetheplatz"
31783364;"oneway";"yes"
31783364;"postal_code";"30169"
31783368;"landuse";"residential"
31783390;"landuse";"residential"
31783391;"highway";"tertiary"
31783391;"junction";"roundabout"
31783391;"name";"Goetheplatz"
31783391;"oneway";"yes"
31783391;"postal_code";"30169"
31783392;"highway";"tertiary"
31783392;"junction";"roundabout"
31783392;"name";"Goetheplatz"
31783392;"oneway";"yes"
31783392;"postal_code";"30169"
31783543;"highway";"tertiary"
31783543;"name";"Kurt-Schumacher-Straße"
31783543;"oneway";"yes"
31783543;"postal_code";"30159"
31783552;"highway";"tertiary"
31783552;"maxspeed";"50"
31783552;"name";"Goethestraße"
31783552;"oneway";"yes"
31783552;"postal_code";"30159"
31783557;"area";"yes"
31783557;"bicycle";"yes"
31783557;"foot";"yes"
31783557;"goods";"yes"
31783557;"highway";"pedestrian"
31783557;"motorcar";"no"
31783557;"motorcycle";"no"
31783557;"name";"Ernst-August-Platz"
31783557;"operator";"Deutsche Bahn AG"
31783557;"postal_code";"30159"
31783557;"surveillance";"public"
31783564;"highway";"tertiary"
31783564;"name";"Lister Meile"
31783564;"postal_code";"30159"
31791001;"amenity";"parking"
31791010;"highway";"service"
31791010;"source";"Bing"
31791039;"landuse";"retail"
31965801;"cycleway";"track"
31965801;"highway";"tertiary"
31965801;"maxspeed";"50"
31965801;"name";"Goethestraße"
31965801;"oneway";"yes"
31965801;"postal_code";"30169"
31965802;"highway";"tertiary"
